,text,anger,disgust,fear,joy,sadness,surprise
953,ይህ የምዕራባውያን ልገሳ ውጠቱ አደገኛ ነው ሩስያ በእነዝህ መሳሪያዎች ከተጠቃች ብቀላዋ ኒውክልር ቦምብ በተለያዩ የዩክሬይን ከተሞች ላይ ማዝነቧ አይቀርም በዝህም አጋሮቻ ጣልቃ ብገቡ,0,0,1,0,0,0
983,ካልነኳቸው ሰው አይተናኮሉም። በጥይት መግደል ይሻላል። ቀድሞውኑ ዱላ ብቻ ይዞ ጅራቱን መያዝ እራሱ አደገኛ ይመስለኛል። ድንገት ቀድሞ ካየው አንገቱን ሊያንቀው ይችላል ?,0,0,1,0,0,0
1012,እና አሁን በዚህ ደግሞ ምን ትሩፋት ይዘውልን ይመጡ ይሆን? የእኔ ስጋት ለዚህ ርካሽ ፖለቲካ ሲሉ ከውጪ እስከ ጓዳ ሁሉን ነገር እየነካኩ የህዝቡን ጉሮሮ ጨርሰው እዳይዘጉት ነው,1,0,1,0,0,0
1024,የእኛ ስጋት ግብፅ የሆነ ነገር ታደርገናለች ብለን ሳይሆን ግብፅ መፈረካከሷ ረዳቶችዋም መውደቃቸው አይቀርምና በኢትዮጵያ እንዳትፈርስ ነው በሌላ ቃል ኢትዮጵያ ግብፅን እንዳታፈርሳት ነው,0,0,1,0,0,0
1041,በለመደው አፍክ ፕራንክ ነው እንዳትል አደራ😁🤣,0,0,1,0,0,0
1104,አልተደራጀም ህዝቡ ተዘናግቷል ግራ የገባው ነገር ነው ህዝቡ እራሱ አድር ባይ ሆኗል ያስፈራል በጣም:::,0,1,1,0,0,0
1112,ሲማይ ኩዚ እማወጣበት ቀን ነብር የምጠብቀው ደስ አለኝ የተነካይ ኡፍ አበቃ ወደድሮማነንትሽ ተመለሽ ሸፋፋ ኩዚ እኮነው ልጅ አላወቀችውም ደሞ ታስፈራራለች,0,0,1,1,0,0
1113,ድንዙዛን ለመንቃት ሞክሩ ሰው ከልምዱ ካልተማረ ምን ዋጋ አለው ምንድን ነው አላማው በጣም አስፈሪ ነው,0,0,1,0,0,0
1186,መርከብዋ ለምን ኤርትራ እንደገባች ባላውቅም እንካ ለኔ እንደ ኤርትራዊ የእናቴን መርዶ ማለት ሞት እንደተነገረው ሰው ነው ልቤ የደረቀ ምክንያቱም ኤርትራ ከኢትዮጵያ ምንም ኣይነት ግንኝነት እንዲኖራት ስለማይፈልግ,1,0,1,0,0,0
1236,ኣቤቴ የት ይገኛሉ እኔ በስደት ነው ያለሁት ጭንቀት ኣልቻልኩም,0,0,1,0,1,0
1244,በጣም እጅግ በጣም! የሆነ ጥንስስ አለ እናም ተብላልቶ ያለቀ ይመስላል ጥሩ አይሸትም ለማውራት ያስጨንቃል ግን አለ የሆነ ክፉ ነገር ? እረ ተዉ ግድ የለም,0,1,1,0,1,0
1279,መኖርህን እና ነፃነትህን ሳታረጋግጥ ያለንን ለነሁሉ የኔ አሣልፈኽ እንዳትሠጣቸው እፈራለሁ ።,0,0,1,0,0,0
1288,የwifi መቆረጦች አሉ ድንገት ከዘጉብን በውጪ ያላችሁት አደራ ድምፅ መሆናችሁን ቀጥሉ,0,0,1,0,0,0
1312,ማህበራዊ ሚድያ መዘጋቱ ስጋት ፈጥሮብናል። ያላችሁበትን እየጠቀሳችሁ የት አካባቢ እንደተዘጋ እባካችሁ መረጃ አድርሱን !,0,0,1,0,0,0
1378,?ድህነትንና ባህልን አለመለየት! በጣም አሳሳቢ confusion,0,0,1,0,0,0
1380,በዚህ ክፍለ ዘመን ኢትዮጵያ ውስጥ እንዲህ ያለ ዝቃጭ ስራን ሕዝብ ተሰብስቦ ሲያደንቅ ማየት እጅግ ያሳስባል ይህን የሚያምን ዜጋ ለምንም አይሆንም የኢትዮጵያ,1,1,1,0,0,0
1385,መና ልጁን ፈርታዋለች መሰለኝ የእውነት ያስፈራል እንዴት አብረው ይኖራሉ,0,0,1,0,0,0
1422,ዕወቁ ተጠንቀቁ በዚህ ትውልድ የመጨረሻ ጊዜ መከራ በመከራ ላይ ይደራረብባችኋል። ከምድረ ገጽ ነቅለው ጠራርገው ሊያጠፏችሁ ይፈልጋሉና ።,0,0,1,0,0,0
1457,በተለይ በፓርቲው ውስጥ በየጊዜው የሚያገረሸው ተቃርኖና ቁርቁዝ ከራሱ አልፎ ለአገር የሚተርፍ ቀውስ እንዳይፈጥር የብዙዎች ሥጋት ነው፡፡,0,0,1,0,0,0
1478,እግዚኦ እኔማ ረገሬ አልገባም በዚህ ደረጃ ኢትዮጲያ ውስጥ ማየት ያሳፍራል ውይ ውይ እግዚኦ ማረነክርስት,0,0,1,0,1,0
1484,እየገጠመን ያለው ነገር ይህ ነዉ ጎበዝ? ከህወሓት ጋር በነበረው ጦርነት ወገቡ የጓበጠዉ ህዝባችን ሌላ መከራ ከፊቱ ተጋርጦበታል,0,0,1,0,1,0
1519,የማንነት ፖለቲካ ያመጣው የተከለዉ ወያኔ ነዉ አማራጩ ከዘረኝነት የፃዳ ሁሉም ኢትዮጵያዊ አንድ ሁኖ አገሩን የሚያሳድግበት እና ህገ መንግስቱ ካልተሻሻለ ገና የማንወጣው መከራ ይገጥመናል,0,0,1,0,0,0
1571,የኢስት አፍሪካ ቀውስ አውሮፓን እያሳሰበ ነውሰድተኞችን ባሉበት ለማቆየት በተያዘው ስትራቴጂ ቀንደኛ የሱዳን የኤርትራ ሱማሊያ በተለይ ብዙ ህዝብ ያላትን ኢ,0,0,1,0,0,0
1577,የፈራሁት ጠሚው ብርሃኑን ከቦታቸው ድንገት እንዳያነሷቸው ብቻ ነው,0,0,1,0,0,0
1597,አይ ሰው መሆን ከንቱ  ኮሜቶችየ በቅንነት መልሱልኝ አውቃለሁ የመሬት ችግር እንዳለ ግን እዚ ፎቅ ላይ ቁም ሳጥኑ አይበሰብስምን እይሸትምን ክርስቲያን ከቤተክርስቲያን 40 ክንድ እርቆ መቀበር የለበትም እና እንዴት ነው በፈጣሪ በጣም ያስፈራል,0,0,1,0,1,0
1613,እኔ ምፈራላቸውግን ሥሜታዊ ሆነው ድንገት ቢመታትሥ ሠይጣንኮ ከባድነው እደ ሆሆሆ ጭራሽ ልብሤን አወጣለሁ,0,0,1,0,0,0
1703,ናቲ በዚ መረጃህ ላይ አሁን ቤተሰቦቸ ያሉበት አከባቢ ዳሌ ሰዲ ወረዳ ውስጥ ጫሞ፣መንደር 13፣ መ14 የሚባሉ ቀበሌዎች ትንሽ ስጋት አለባቸው።በቀን በየመን,0,0,1,0,0,0
1719,የኔም ስጋት ይህ ነው ?,0,0,1,0,0,0
1736,አብይ ለአፍሪካ ስጋት ነዉ በአስቸኳይ መወገድ አለበት,0,1,1,0,0,0
1739,Semira Hesen ፕራንክ ነው እዳይል ነው የፈራሁለት😂,0,0,1,0,0,0
1757,8እንትጋ፡፡አንድ ነገር ማስታወስ ይገባናል የፖለቲካ ቀውስ በኃይል ይፈታል የሐይማኖት ጉዳይ ግን መዘዙ ብዙና የከፋ ነውና ልዩ ትኩረትና ስለሚሻ በእጅጉ ልንጠቀቅና ልናስተውል ይገባል,0,0,1,0,0,0
1800,ሞት ሚስጥር ነው ድንገት ነው ከች የሚለው ያለ ቀጠሮ እኛ ብዙ እናልማለን ብዙ እናቅዳለን ብዙ እናስባለን ሞት ግን ሁሌም ከጎናችን ነው ድንገት ከች ይልና ወደ ሌላኛው ዓለም እንጓዛለ,0,0,1,0,0,0
1856,እስካሁን ከተከፈለው በላይ መጪው ያስፈራኛል ነገ ልክ እንደ ጎርፍ አልያም እንደ አውሎ ንፋስ ድንገት የመከራ መአት አምጥቶ የሚቆልልብን ነው የሚመስለኝ ፤የሚመጣውን ለመከላከል በቂ,0,0,1,0,0,0
1939,በጣም አስፈሪ ግዜ ለይ ነው ያለነው ጌታ ከንቺ ጋር ይሆንልሽ,0,0,1,0,1,0
1940,እኔም ተጠራጥሪያለሁ ። ለዛም ነው አስትያዬት ከመስጠት የተቆጠብኩት ። ግን አይልም አይባልም ከዚህም የከፋ እያደረጉ ነው ።,1,0,1,0,0,0
1953,ይህ ጉዳይ ጥሩ ቢህንም በኢትዮጽያ contrxt ምን ያህል change management resistance እንደሚኖር ሳስበው ይደክመኛል ይህም የሚሆነው አሁን ባለው ያለመተማመንና የዘር መከፍፈል የተነሳ ነው በዛ ላይ ተግባብተንኳ ቀጠረጴዛ ዙሪያ ችግሮቻችንን መፍታት አልቻልንም ሰዉ ተስፍ ቆርጧል ይህን የመሰለ አስፈንጣሪ ቴክኖሎጂ ተግባራዊ ለማድረግ ከሁሉ በላይ መንግስትና ህዝብ መተማመን አለባቸው ስለዚህ መንግስት መጀመሪያ ከህዝቡ ጋር,0,0,1,0,1,0
1961,ቆሞ ቀሮች vs የታሪክ ምርኮኛች መሪዎቻችን ለቃላችሁና ለተግባራችሁ ጥንቃቄ አድርጉ። ሌላ አጀንዳ አትስጡን። ይህ ህዝብ በቃ! ያለ እለት የከፋ ይመጣል። ህዝብ ሌላ አጀንዳ የለውም በሰላም አብሮ ከመኖር ውጭ።,1,0,1,0,0,0
1973,Anchor News Mar 23 2023 በኢትዮጵያ የሰብዓዊ መብቶች ጥሰት አሳሳቢ ደረጃ ላይ ይገኛል፥ የህወሀት ከሽ via,0,0,1,0,0,0
1987,አሁን ላይ ህይወቴ አንደ ኩዚ ነው ሰራ የለኝም ማደርገው ነገር አይሳካልኝ ቤተሰብ አይረዳ ጭንቀት life ፈጣሪ ሆይ እርዳኝ,0,0,1,0,1,0
2011,ትላንት ሰይፉ ያቀረበው እንግዳ ቪዲዮ ድንገት ከከፈተብኝ ይሰቀጥጠኛል። Seifu is the class one moron!,0,1,1,0,0,0
2037,ፕራንክ መሆኑን ያወቁ ቀን ግን... 😂😂😂,0,0,1,0,0,0
2066,እራሷን ኢትዮጰያን እዳይሸጣት እና መሂጃ እዳያሳጣን ወገን ፀልዮ በደም የሰከረ አውሬ እደት ሰላም ያመጣል ተብሎ ይታሰባል መድኃኒአለም ያሳህ,0,1,1,0,0,0
2083,💔💔💔😭😭😭 እኔስ ፈራሁ በፀሎታችሁ አሰቡኝ 😭😭😭🖤🖤🖤,0,0,1,0,1,0
2143,ፍርሀት ፍርሀት ይሸታል ይኸና ይኸ ታጠቅኩኝ ምን አመጣው ወታደራዊ ምስጢራዊነት የት ገባ,0,0,1,0,0,0
2151,ፈጣሪ እኔም እናቴን ሳ ላስደስታት ሞት እንዳይቀድመኝ አደራህን አምላኬ ዉይ,0,0,1,0,1,0
2153,የነዳጅ ዋጋ እያሻቀበ ለረጅም ጊዜ ሊቆይ ይችላል ሲሉ የነዳጅ ላኪዎች ህብረት መሪ አስጠነቀቁ,0,0,1,0,0,0
2183,ይኽን ነገርአ ንድ ቀን ፕራንክ ነው! እንዳይለን ብቻ ?! የጉድ ጊዜ!,0,0,1,0,0,1
2204,እንደ እሳት በተንቦገቦገው የኑሮ ውድነትና የምጣኔ ሃብት ቀውስ በቀጣይ ቀናቶች ከፍተኛ የሆነ ህዝባዊ አመፅና ትርምስ በአዲስ አበባ እንዳሁም በክልል ከተሞች ሊከሰት ይችላል ተባለ,0,0,1,0,0,0
2211,የጠሉት ይወርሳል ይህ ጁሐር አማሮቹን እንደሚያንቀጠቅጣቸዉ ጠቅላይ ሚኒሰተር ሆኖ ሚሊዬኖችን በልብ ድካም እንዳይጨርሳቸዉ እፈራለሁ,0,1,1,0,0,0
2307,አላህየ ሰላሙን አምጣልን ከጨቅ አውጣን በእስራኤል እና በሀማስ መካከል ያለህ ሚዛናዊነት ጥሩ እሚባል ነው ብየ አስባለሁ ግን እስራኤል በምፈፅመው ወጀል አላህ አብሮ እንዳያጠፋህ ሀገሯን ለቀህ ብወጣ እሚል አስተያየት አለኝ አላህ በዳዮችን አይዶወድም,0,0,1,0,0,0
2343,በቡድን ጋንግሪን፣ በ መሪዎች እብሪት የቀጠለው አገር ከመሠረቱ የማናጋት ዕቅድ አስፈሪ ምዕራፉን ቀጥሏል! የማይጠፋ ቀውስ ምንጩ የተዳፈነ ዝምታ ነው!,0,1,1,0,0,0
2434,ከዛሬ ነገ በጦርነት ስጋት ውስጥ ሆነን መጥፎን ሰላም የንፅረተ ዓለም መነፅራችን አደረግነው ይሆን? ከመጥፎ ሰላም የሚመረጥ ጥሩ ጦርነትስ ይኖር ይሆን? ይህንን አከራካሪ ጉዳይ የቃ,0,0,1,0,1,0
2500,ቀይ ሽብር በሃል ተጀምሮልሻል! በነገራችን አአ ጁሃንስበርግ ልትሆን ምንም አልቀራትም ዝርፊያ ግድያ ሃንግ ኖርማል እየሆነ ነው,1,0,1,0,1,0
2541,እውነት  ነው  መምህር  ጥሩ  ገልፀውታል የአሁን  ጊዜ  አብዛኛው  ስብከቶች  ፌዝና  ቀልድ  የሞላው  እየሆነ  ነው  እውነት  ነው  እጅግ  ያስፈራል እንቁዎቻችን  እነ  አባ  ገብረኪዳን  መምህር  ዘላለም  ዲያቆን  ሒኖክ  እና  የመሳሰሉትን  ቸሩ  አመላካችን  ይጠብቅልን,0,0,1,1,0,0
2542,እግዚኦ መሐርና ክርስቶስ አቤቱ አምላካችን ሆይ ከዚህ ክፉ አውሬ አድነት,0,0,1,0,1,0
2577,አልሀምዱሊላህ ያረበና ሁሌም የእስራኤልን ከሳራ አሠማኝ ግን የሚወጡትም ከእስር ቤት ከተለቀቁም በኋላ ሀዘን ነው የሚጠብቃቸው ቤተሰቦቻቸውን ማግኘታቸው በጣም አስፈሪ ነው አላህ ያፅናቸው ኢማንን ይጨምርላቸው ያረብ,0,0,1,0,1,0
2623,ግን ኬኒያን ብዙም አትመኗት ሞያሌ ላይ ድንገት መዝጋቷ አይቀርም፣ሩጫው ደግሞ የማራቶን እንዳይመስልህ,0,0,1,0,0,0
2685,ቀይ ባሕርን ያወኩት ሁቲዎች ከባሕር በታች የተዘረጋ የኢንተርኔት መስመርን እንዳይቆርጡ ተሰግቷል,0,0,1,0,0,0
2701,በሠላማዊ ከተማ ይሄ ሁሉ ግርግር እና የጦር መሣሪያ ማንን ለማስፈራራት እንደሆነ ግልፅ ነው የምታደርጉት ነገር ከሚፈጥረው ፍርሃት የበለጠ የእናተን ሽብር ይነግረናል በቃን,1,0,1,0,0,0
2751,የ አብይ ጦስ ሀገራችንን እንዳያሳጣን እፈራለሁ,0,1,1,0,0,0
2782,በጣም አሳሳቢና የሚያስፈራው ኢትዬጲያ የየጎዝሊያቪያ እጣ እንዳይደርስባት,0,0,1,0,0,0
2798,ክልሉ ውስጥ ተጨማሪ ቀውስ ለመፍጠር በኦሆዴድ ሰዎች እንቅስቃሴ እንዳለ መረጃዎች ይጠቁማሉ! ጥንቃቄ ይደረግ!,0,0,1,0,0,0
2878,ወይ ዘንድሮ እሱ ስወጣ ልገባ የሚያስበው ውሻ 80ሚ ነክሶ የሚየደራምስ እንዳይሆን ስጋት ነው ።,0,0,1,0,0,0
2898,ስንዴ ኤክስፖርት የምታደርግ አገር ዜጋ ሆኜ እንቅልፍ አለመተኛቴ ያሳዝናል ደግሞ ስጋቴ ስለስንዴው መሆኑ ነው።በከባድ መኪና ጭነውት ሳይ ወደ ሞያሌ ሲሄድ ሸኔ ከመንገድ ያቃጥለው ይሆ,0,1,1,0,0,0
2957,በኢትዮጵያ ላይ ከለፉት አምስት ዓመታት መከራ የከፉ ነገር እየተኮሰ ነው ኢትዮጵያ በውስጥ የእርስ በርስ ጦርነት እየወደመች ወታደራዊ ዲፕሎማሲያዊና ኢኮኖሚያዊ ጉልበቷ እየመነመነ ስለመጣ በኢትዮጵያና በሶማሌ አንዲሁም በኢትዮጵያና በኤርትራ መካከል በአጭር ጊዜ ጦርነት የሚጀመር መሆኑን የምስራቅ አፍሪካ ተንታኞች እያመለከቱ ነው የሀሰን ሸህ መሐመድ የአስመራ ጉብኝት የጦርነቱን እቅድ ለመወያየት እንደሆነ ይነገራል ኢትዮጵያን ለማፍረስ የምትጥረው,0,0,1,0,0,0
3039,ኸረ አህመድ ሀራም ነው ማታ ስጠብቅህ አልገባክም ለምን አታሳውቀንም ካንተ ውጪ ታማኝ መረጃ ማቀብለን የለም እኛ እኮ ጭንቅ ውስጥ ነን ድል ለፍሊስጢም ያረብ,0,0,1,0,1,0
3043,ኬንያ ተወክላ የመጣች ሴት አደገኛ የCIA ኤጀንት ናት ማንላካት?ማን ጋር ምን ሰራች? የምናውቀው ነገር የለም ጀብርሀኑ ጁላ ቦሌኤርፖርት የሰጡት ቃል አስተውላችህ,0,0,1,0,0,0
3058,እኔ አንተን የግድቡ አንድ መከላከያ ሃይል ነህና ስጋት የለኝም ሌላውን ነው እኔ እምሠጋው ተላላኪ ሆዳም ባንዳ የውስጡን እሾህ ነው የሚፈራው,0,0,1,0,0,0
3157,የማዳም ቅመሞች ዛሬ ጭንቀት ሊገለኝ ነው ምን እንደሆኩ ሳላውቅ,0,0,1,0,1,0
3219,በስጋት ነው ያለነው እንደልባችን መንቀሳቀስ አልቻልንም ዛቻው በዝቶብናል እኔ ያለሁት መቋድሾ ነው,0,0,1,0,0,0
3255,ሙስጠፌ እራሳችሁን ጠብቁ። የነ ዶር አምባቸው ግድያ ሚስጥር አለው። አሁንም ግድያው ቀጥሏል። ፖለቲክስ ቆሻሻ ነው።,0,1,1,0,0,0
3256,እኔም ቤሩት ነኝ ያስፈራል ግን ደሞ በቃ ከፀሎት ውጪ ምንም ማድረግ አይቻልም እንዳሻው ፈጣሪ ወደ ዳር ነሽ አንቺ እኔ ከተማ ነኝ አይዞኝ,0,0,1,0,1,0
3343,የፌድራል ተቋማት ልብ እንዲሉልኝ ግልባጭ ይህን ትዊት አድርሻቸዋለሁ ድንገት ብሰወር ወይም ድምፄ ቢጠፋ ተጠያቂው ይህ ግለሰብና አንጃዎቹ ናቸው,0,1,1,0,0,0
3380,የተያዙት ወነጀለኞች በሙስና እንዳይለቀቁ ስጋት አለብኝ,0,0,1,0,0,0
3421,ጆስዬ ጠላት በብዙ እየታዎገብኝ ነው እባክህን ዘሬ እንኳን ፃልይልኝ አሰርዬ ብዙ የለፈሁትን ብር ከልክሎልኝ በጣም ታጨንቄዋለሁ አንታጋ መብቴ እንደለ አምናለሁ,0,0,1,0,1,0
3466,ትክክል ነው የዘነጉት ግን ይህ ሰው በስልጣን ከቀጠለ አገርም ሊኖራቸው እንደማይችል ነው። የአቢይ ስጋት ለአማራ ብቻ ነው የሚለው ስህ,0,1,1,0,0,0
3469,ሎሚ ራሱ ሱፐርማርኬት ካልገባው ባለበት በዚህ ወቅት መሆኑ ጉዳዩን አሳሳቢ ያረገዋል።,0,0,1,0,0,0
3487,ኡፍ በጣም ያማል በእጀራ አባት እናም በእጀራ እናት ማሳደግ በጣም ያስፈራል,0,0,1,0,1,0
3505,ከፋንታሁን ዋቄ ውጪ ይህንን የዘገበው አለ፧ ድንገት ውሸት ከሆነ ህዝብን ከአባቶች ጋር ለማጋጨት እንዳይሆን። ፋንታሁን ይህንን ያደርጋል እያልኩኝ ሳይሆን ድንገት እሱ,0,0,1,0,0,0
3531,ሲጀመር ስርዓት ያለው መንግስታዊ ስርዓት ቢኖር የቆንጆ መብዛት ከኑሮ ውድነት እኩል እጅግ አሳሳቢ ጉዳይ ነው ተጋግዘው የኑሮ ውድነቱን እንዳይወጡ የቆንጆዎች,0,0,1,0,0,0
3538,ቅዱስ ገብርኤል አባቴ እባክህን እርዳኝ ካለሁበት ጭንቀት ገላግለኝ ፀሎቴን ስማኝ,0,0,1,0,1,0
